period,Return,corp_code,Ex_Return,Next_Ex_Return
2020Q2,0.675,00118275,0.66625,-0.04979477611940294
2020Q3,-0.04104477611940294,00118275,-0.04979477611940294,0.22990110246433207
2020Q4,0.23865110246433208,00118275,0.22990110246433207,0.45093586387434553
2021Q1,0.4596858638743455,00118275,0.45093586387434553,0.14619978479196563
2021Q2,0.15494978479196564,00118275,0.14619978479196563,-0.04229037267080745
2021Q3,-0.03354037267080745,00118275,-0.04229037267080745,0.1943348329048842
2021Q4,0.20308483290488422,00118275,0.1943348329048842,-0.14657051282051278
2022Q1,-0.13782051282051277,00118275,-0.14657051282051278,-0.28136462205700125
2022Q2,-0.27261462205700127,00118275,-0.28136462205700125,-0.2838777683134583
2022Q3,-0.2751277683134583,00118275,-0.2838777683134583,0.10640863689776728
2022Q4,0.11515863689776729,00118275,0.10640863689776728,0.26206138040042154
2023Q1,0.2708113804004215,00118275,0.26206138040042154,0.24663971807628518
2023Q2,0.2553897180762852,00118275,0.24663971807628518,-0.051022126816380485
2023Q3,-0.042272126816380484,00118275,-0.051022126816380485,-0.13978448275862074
2023Q4,-0.13103448275862073,00118275,-0.13978448275862074,1.0150595238095237
2024Q1,1.0238095238095237,00118275,1.0150595238095237,1.0775245098039217
2024Q2,1.0862745098039217,00118275,1.0775245098039217,-0.4516071428571428
2024Q3,-0.44285714285714284,00118275,-0.4516071428571428,-0.03169197031039136
2024Q4,-0.022941970310391357,00118275,-0.03169197031039136,-0.1296063535911602
2025Q1,-0.1208563535911602,00118275,-0.1296063535911602,0.21120286724273377
2025Q2,0.21995286724273377,00118275,0.21120286724273377,0.0015526400515131558
2025Q3,0.010302640051513157,00118275,0.0015526400515131558,0.35198932441045244
2025Q4,0.3607393244104524,00118275,0.35198932441045244,0.31209309133489455
2026Q1,0.3208430913348945,00118275,0.31209309133489455,0.005434397163120587
2020Q2,1.1086142322097379,00118804,1.0998642322097378,0.04453596802841923
2020Q3,0.05328596802841923,00118804,0.04453596802841923,0.2222786677908937
2020Q4,0.2310286677908937,00118804,0.2222786677908937,-0.11559931506849316
2021Q1,-0.10684931506849316,00118804,-0.11559931506849316,-0.12991564417177912
2021Q2,-0.12116564417177911,00118804,-0.12991564417177912,0.08898123909249558
2021Q3,0.09773123909249559,00118804,0.08898123909249558,0.6128716216216217
2021Q4,0.6216216216216217,00118804,0.6128716216216217,-0.23816176470588232
2022Q1,-0.22941176470588232,00118804,-0.23816176470588232,-0.191956106870229
2022Q2,-0.18320610687022898,00118804,-0.191956106870229,-0.18320482866043616
2022Q3,-0.17445482866043616,00118804,-0.18320482866043616,0.1214386792452831
2022Q4,0.1301886792452831,00118804,0.1214386792452831,0.09308639398998333
2023Q1,0.10183639398998334,00118804,0.09308639398998333,0.2670075757575759
2023Q2,0.27575757575757587,00118804,0.2670075757575759,-0.21065023752969123
2023Q3,-0.20190023752969122,00118804,-0.21065023752969123,0.14303571428571418
2023Q4,0.1517857142857142,00118804,0.14303571428571418,0.23802002583979334
2024Q1,0.24677002583979335,00118804,0.23802002583979334,-0.17869818652849742
2024Q2,-0.1699481865284974,00118804,-0.17869818652849742,-0.2846551186017478
2024Q3,-0.2759051186017478,00118804,-0.2846551186017478,-0.2880603448275862
2024Q4,-0.2793103448275862,00118804,-0.2880603448275862,0.3859868421052631
2025Q1,0.39473684210526305,00118804,0.3859868421052631,0.11303387650085764
2025Q2,0.12178387650085765,00118804,0.11303387650085764,0.24965978593272167
2025Q3,0.2584097859327217,00118804,0.24965978593272167,-0.11810601458080192
2025Q4,-0.10935601458080191,00118804,-0.11810601458080192,0.19861698499317873
2026Q1,0.20736698499317874,00118804,0.19861698499317873,0.29520480225988704
2020Q2,0.32692307692307687,00121686,0.3181730769230769,0.34171113306982864
2020Q3,0.3504611330698286,00121686,0.34171113306982864,0.020518292682926854
2020Q4,0.029268292682926855,00121686,0.020518292682926854,0.05760071090047395
2021Q1,0.06635071090047395,00121686,0.05760071090047395,0.43569444444444444
2021Q2,0.4444444444444444,00121686,0.43569444444444444,0.33894230769230776
2021Q3,0.34769230769230774,00121686,0.33894230769230776,-0.16400114155251141
2021Q4,-0.1552511415525114,00121686,-0.16400114155251141,-0.06820945945945942
2022Q1,-0.05945945945945941,00121686,-0.06820945945945942,-0.39668103448275865
2022Q2,-0.3879310344827587,00121686,-0.39668103448275865,-0.1308157276995305
2022Q3,-0.1220657276995305,00121686,-0.1308157276995305,0.18911096256684481
2022Q4,0.19786096256684482,00121686,0.18911096256684481,0.33946428571428583
2023Q1,0.3482142857142858,00121686,0.33946428571428583,0.028336092715231888
2023Q2,0.03708609271523189,00121686,0.028336092715231888,-0.22905651340996167
2023Q3,-0.22030651340996166,00121686,-0.22905651340996167,-0.00711199836199846
2023Q4,0.0016380016380015405,00121686,-0.00711199836199846,0.11308156173344244
2024Q1,0.12183156173344245,00121686,0.11308156173344244,-0.23178206997084547
2024Q2,-0.22303206997084546,00121686,-0.23178206997084547,-0.25828095684803004
2024Q3,-0.24953095684803006,00121686,-0.25828095684803004,-0.18625
2024Q4,-0.1775,00121686,-0.18625,0.03836246200607899
2025Q1,0.04711246200607899,00121686,0.03836246200607899,0.10590892597968063
2025Q2,0.11465892597968064,00121686,0.10590892597968063,0.14880208333333325
2025Q3,0.15755208333333326,00121686,0.14880208333333325,-0.0638681102362205
2025Q4,-0.055118110236220486,00121686,-0.0638681102362205,0.8007738095238095
2026Q1,0.8095238095238095,00121686,0.8007738095238095,0.941907894736842
2020Q2,0.10575916230366489,00126380,0.09700916230366488,0.09352272727272729
2020Q3,0.10227272727272729,00126380,0.09352272727272729,0.3830025773195876
2020Q4,0.39175257731958757,00126380,0.3830025773195876,-0.003811728395061796
2021Q1,0.004938271604938205,00126380,-0.003811728395061796,-0.017349508599508644
2021Q2,-0.008599508599508643,00126380,-0.017349508599508644,-0.09053438661710042
2021Q3,-0.08178438661710041,00126380,-0.09053438661710042,0.04793016194331993
2021Q4,0.05668016194331993,00126380,0.04793016194331993,-0.11986111111111117
2022Q1,-0.11111111111111116,00126380,-0.11986111111111117,-0.18978448275862067
2022Q2,-0.18103448275862066,00126380,-0.18978448275862067,-0.07717105263157895
2022Q3,-0.06842105263157894,00126380,-0.07717105263157895,0.03268126177024481
2022Q4,0.04143126177024481,00126380,0.03268126177024481,0.14857368896925863
2023Q1,0.15732368896925863,00126380,0.14857368896925863,0.11937500000000004
2023Q2,0.12812500000000004,00126380,0.11937500000000004,-0.061381578947368474
2023Q3,-0.052631578947368474,00126380,-0.061381578947368474,0.13891081871345026
2023Q4,0.14766081871345027,00126380,0.13891081871345026,0.04093152866242037
2024Q1,0.04968152866242037,00126380,0.04093152866242037,-0.01967233009708743
2024Q2,-0.01092233009708743,00126380,-0.01967233009708743,-0.254148773006135
2024Q3,-0.245398773006135,00126380,-0.254148773006135,-0.143709349593496
